Districts & Neigbourhoods,Type of region,Regioncode,Total population,Man,Woman,Population| Age group |0 tot 15 year,Population| Age group |15 tot 25 year,Population| Age group |25 tot 45 year,Population| Age group |45 tot 65 year,Population| Age group |65+ year,Births,Deaths,Total households,Single-person households,Households without children,Households with children,Average household size,Care|Young people receiving youth care,Healthcare|Wmo clients,ZIPcode,Year,children_0_15,youth_15_25,families_children,elderly_65_plus,single_households_ind,youth_care_users,wmo_users,youth_care_rate,wmo_rate,children_0_15_growth,youth_15_25_growth,elderly_65_plus_growth,families_children_growth,single_households_ind_growth
Amstelglorie,Neighbourhood,BU03635804,75.0,40.0,35.0,10.0,10.0,15.0,25.0,15.0,0.0,0.0,30.0,10.0,15.0,10.0,2.3,0.0,0.0,1096.0,2022,10.0,10.0,10.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.33333333333333337
Amstelglorie,Neighbourhood,BU0363MQ03,75.0,45.0,35.0,10.0,10.0,15.0,30.0,15.0,5.0,0.0,35.0,15.0,10.0,10.0,2.1,0.0,0.0,1096.0,2023,10.0,10.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Amstelglorie,Neighbourhood,BU0363MQ03,80.0,45.0,30.0,10.0,10.0,15.0,30.0,10.0,0.0,0.0,40.0,20.0,10.0,10.0,2.0,0.0,0.0,1096.0,2024,10.0,10.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.33333333333333326
Amstelglorie,Neighbourhood,BU03635804,80.0,40.0,40.0,10.0,5.0,20.0,30.0,15.0,0.0,5.0,40.0,15.0,10.0,10.0,2.2,0.0,0.0,1096.0,2025,10.0,5.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,-0.25
Amstelkwartier Noord,Neighbourhood,BU03635806,2435.0,1220.0,1215.0,220.0,425.0,1490.0,250.0,50.0,40.0,0.0,1635.0,1075.0,385.0,180.0,1.5,20.0,30.0,1096.0,2020,220.0,425.0,180.0,50.0,1075.0,20.0,30.0,8.213552361396305,12.320328542094456,,,,,
Amstelkwartier Noord,Neighbourhood,BU03635806,2640.0,1345.0,1295.0,265.0,370.0,1640.0,305.0,55.0,40.0,5.0,1725.0,1110.0,410.0,210.0,1.5,30.0,30.0,1096.0,2021,265.0,370.0,210.0,55.0,1110.0,30.0,30.0,11.363636363636363,11.363636363636363,0.20454545454545459,-0.12941176470588234,0.10000000000000009,0.16666666666666674,0.032558139534883734
Amstelkwartier Noord,Neighbourhood,BU03635806,2720.0,1380.0,1345.0,295.0,345.0,1670.0,345.0,65.0,40.0,5.0,1755.0,1120.0,405.0,230.0,1.5,30.0,30.0,1096.0,2022,295.0,345.0,230.0,65.0,1120.0,30.0,30.0,11.029411764705882,11.029411764705882,0.1132075471698113,-0.06756756756756754,0.18181818181818188,0.09523809523809534,0.009009009009008917
Amstelkwartier Noord,Neighbourhood,BU03635806,2640.0,1345.0,1295.0,265.0,370.0,1640.0,305.0,55.0,40.0,5.0,1725.0,1110.0,410.0,210.0,1.5,30.0,30.0,1096.0,2025,265.0,370.0,210.0,55.0,1110.0,30.0,30.0,11.363636363636363,11.363636363636363,-0.10169491525423724,0.07246376811594213,-0.15384615384615385,-0.08695652173913049,-0.008928571428571397
Amstelkwartier West,Neighbourhood,BU03635809,875.0,465.0,420.0,10.0,285.0,550.0,25.0,15.0,0.0,0.0,725.0,580.0,135.0,10.0,1.2,0.0,0.0,1096.0,2020,10.0,285.0,10.0,15.0,580.0,0.0,0.0,0.0,0.0,,,,,
Amstelkwartier West,Neighbourhood,BU03635809,880.0,465.0,420.0,5.0,250.0,580.0,20.0,15.0,10.0,0.0,710.0,555.0,140.0,10.0,1.2,0.0,0.0,1096.0,2021,5.0,250.0,10.0,15.0,555.0,0.0,0.0,0.0,0.0,-0.5,-0.1228070175438597,0.0,0.0,-0.0431034482758621
Amstelkwartier West,Neighbourhood,BU03635809,895.0,470.0,420.0,25.0,245.0,580.0,25.0,20.0,5.0,0.0,720.0,570.0,130.0,20.0,1.2,0.0,0.0,1096.0,2022,25.0,245.0,20.0,20.0,570.0,0.0,0.0,0.0,0.0,4.0,-0.020000000000000018,0.33333333333333326,1.0,0.027027027027026973
Amstelkwartier West,Neighbourhood,BU03635809,880.0,465.0,420.0,5.0,250.0,580.0,20.0,15.0,10.0,0.0,710.0,555.0,140.0,10.0,1.2,0.0,0.0,1096.0,2025,5.0,250.0,10.0,15.0,555.0,0.0,0.0,0.0,0.0,-0.8,0.020408163265306145,-0.25,-0.5,-0.02631578947368418
Amstelkwartier Zuid,Neighbourhood,BU03635808,30.0,15.0,15.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,20.0,10.0,5.0,0.0,1.5,0.0,0.0,1096.0,2020,0.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,
Amstelkwartier Zuid,Neighbourhood,BU03635808,30.0,15.0,15.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,20.0,10.0,5.0,0.0,1.5,0.0,0.0,1096.0,2021,0.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
Amstelkwartier Zuid,Neighbourhood,BU03635808,35.0,20.0,15.0,0.0,5.0,10.0,10.0,10.0,0.0,0.0,25.0,20.0,5.0,5.0,1.4,0.0,0.0,1096.0,2022,0.0,5.0,5.0,10.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,inf,1.0
Amstelkwartier Zuid,Neighbourhood,BU03635808,30.0,15.0,15.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,20.0,10.0,5.0,0.0,1.5,0.0,0.0,1096.0,2025,0.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,-0.5
Amstelkwartier-Noord,Neighbourhood,BU0363MQ05,2775.0,1405.0,1370.0,300.0,335.0,1675.0,370.0,95.0,35.0,5.0,1810.0,1195.0,380.0,235.0,1.5,40.0,30.0,1096.0,2023,300.0,335.0,235.0,95.0,1195.0,40.0,30.0,14.414414414414415,10.81081081081081,,,,,
Amstelkwartier-Noord,Neighbourhood,BU0363MQ05,2865.0,1445.0,1425.0,315.0,335.0,1680.0,430.0,110.0,30.0,5.0,1835.0,1185.0,405.0,245.0,1.6,30.0,30.0,1096.0,2024,315.0,335.0,245.0,110.0,1185.0,30.0,30.0,10.471204188481677,10.471204188481677,0.050000000000000044,0.0,0.1578947368421053,0.042553191489361764,-0.008368200836820106
Amstelkwartier-West,Neighbourhood,BU0363MQ04,900.0,460.0,440.0,25.0,225.0,605.0,20.0,25.0,5.0,0.0,725.0,590.0,110.0,20.0,1.2,0.0,0.0,1096.0,2023,25.0,225.0,20.0,25.0,590.0,0.0,0.0,0.0,0.0,,,,,
Amstelkwartier-West,Neighbourhood,BU0363MQ04,750.0,385.0,365.0,15.0,215.0,485.0,20.0,15.0,5.0,0.0,655.0,580.0,65.0,15.0,1.1,0.0,0.0,1096.0,2024,15.0,215.0,15.0,15.0,580.0,0.0,0.0,0.0,0.0,-0.4,-0.0444444444444444,-0.4,-0.25,-0.016949152542372836
Amstelkwartier-Zuid,Neighbourhood,BU0363MQ06,75.0,45.0,30.0,0.0,10.0,40.0,10.0,5.0,0.0,0.0,65.0,55.0,5.0,5.0,1.2,0.0,0.0,1096.0,2023,0.0,10.0,5.0,5.0,55.0,0.0,0.0,0.0,0.0,,,,,
Amstelkwartier-Zuid,Neighbourhood,BU0363MQ06,60.0,40.0,20.0,5.0,5.0,30.0,5.0,10.0,0.0,0.0,50.0,40.0,5.0,5.0,1.3,0.0,0.0,1096.0,2024,5.0,5.0,5.0,10.0,40.0,0.0,0.0,0.0,0.0,inf,-0.5,1.0,0.0,-0.2727272727272727
Amstelpark,Neighbourhood,BU03639103,10.0,10.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0,0.0,1083.0,2020,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Amstelpark,Neighbourhood,BU03639103,10.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,5.0,5.0,5.0,1.8,0.0,0.0,1083.0,2021,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,inf,-1.0,inf,0.0,inf
Amstelpark,Neighbourhood,BU03639103,10.0,5.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.8,0.0,0.0,1083.0,2022,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0
Amstelpark,Neighbourhood,BU0363KR04,15.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2.2,0.0,0.0,1083.0,2023,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,,0.0,-1.0
Amstelpark,Neighbourhood,BU0363KR04,15.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,2.2,0.0,0.0,1083.0,2024,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,inf,-1.0,inf,0.0,
Amstelpark,Neighbourhood,BU03639103,10.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,5.0,5.0,5.0,1.8,0.0,0.0,1083.0,2025,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,inf
Amstelveldbuurt,Neighbourhood,BU03630303,1515.0,790.0,720.0,150.0,205.0,460.0,445.0,250.0,10.0,5.0,910.0,540.0,225.0,150.0,1.7,10.0,30.0,1017.0,2020,150.0,205.0,150.0,250.0,540.0,10.0,30.0,6.600660066006601,19.801980198019802,,,,,
Amstelveldbuurt,Neighbourhood,BU03630303,1535.0,805.0,725.0,150.0,185.0,495.0,450.0,245.0,10.0,5.0,930.0,565.0,220.0,150.0,1.7,10.0,30.0,1017.0,2021,150.0,185.0,150.0,245.0,565.0,10.0,30.0,6.514657980456026,19.543973941368076,0.0,-0.09756097560975607,-0.020000000000000018,0.0,0.04629629629629628
Amstelveldbuurt,Neighbourhood,BU03630303,1535.0,790.0,740.0,140.0,200.0,510.0,435.0,250.0,15.0,0.0,925.0,540.0,240.0,145.0,1.7,10.0,25.0,1017.0,2022,140.0,200.0,145.0,250.0,540.0,10.0,25.0,6.514657980456026,16.286644951140065,-0.06666666666666665,0.08108108108108114,0.020408163265306145,-0.033333333333333326,-0.04424778761061943
Amstelveldbuurt,Neighbourhood,BU0363AG06,1550.0,785.0,770.0,140.0,220.0,510.0,430.0,250.0,10.0,5.0,950.0,560.0,255.0,135.0,1.6,15.0,25.0,1017.0,2023,140.0,220.0,135.0,250.0,560.0,15.0,25.0,9.67741935483871,16.129032258064516,0.0,0.10000000000000009,0.0,-0.06896551724137934,0.03703703703703698
Amstelveldbuurt,Neighbourhood,BU0363AG06,1580.0,815.0,765.0,125.0,235.0,530.0,440.0,245.0,10.0,10.0,995.0,600.0,270.0,125.0,1.6,10.0,25.0,1017.0,2024,125.0,235.0,125.0,245.0,600.0,10.0,25.0,6.329113924050633,15.822784810126583,-0.1071428571428571,0.06818181818181812,-0.020000000000000018,-0.07407407407407407,0.0714285714285714
Amstelveldbuurt,Neighbourhood,BU03630303,1535.0,805.0,725.0,150.0,185.0,495.0,450.0,245.0,10.0,5.0,930.0,565.0,220.0,150.0,1.7,10.0,30.0,1017.0,2025,150.0,185.0,150.0,245.0,565.0,10.0,30.0,6.514657980456026,19.543973941368076,0.19999999999999996,-0.21276595744680848,0.0,0.19999999999999996,-0.05833333333333335
Amsterdamse Bos,Neighbourhood,BU03639004,70.0,35.0,35.0,5.0,10.0,15.0,20.0,20.0,0.0,0.0,30.0,10.0,15.0,5.0,2.0,0.0,0.0,1081.0,2020,5.0,10.0,5.0,20.0,10.0,0.0,0.0,0.0,0.0,,,,,
Amsterdamse Bos,Neighbourhood,BU03639004,70.0,35.0,30.0,5.0,10.0,15.0,20.0,15.0,0.0,0.0,35.0,20.0,10.0,10.0,1.9,0.0,0.0,1081.0,2021,5.0,10.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,1.0,1.0
Amsterdamse Bos,Neighbourhood,BU03639004,65.0,40.0,30.0,5.0,5.0,10.0,30.0,15.0,0.0,5.0,35.0,15.0,10.0,10.0,1.9,0.0,0.0,1081.0,2022,5.0,5.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.25
Amsterdamse Bos,Neighbourhood,BU0363KQ01,65.0,40.0,30.0,5.0,5.0,10.0,20.0,20.0,0.0,0.0,40.0,20.0,10.0,10.0,1.8,0.0,0.0,1081.0,2023,5.0,5.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.33333333333333326
Amsterdamse Bos,Neighbourhood,BU0363KQ01,65.0,30.0,35.0,10.0,5.0,20.0,15.0,20.0,0.0,0.0,35.0,20.0,10.0,10.0,1.8,0.0,0.0,1081.0,2024,10.0,5.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Amsterdamse Bos,Neighbourhood,BU03639004,70.0,35.0,30.0,5.0,10.0,15.0,20.0,15.0,0.0,0.0,35.0,20.0,10.0,10.0,1.9,0.0,0.0,1081.0,2025,5.0,10.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,-0.5,1.0,-0.25,0.0,0.0
Amsterdamse Poort,Neighbourhood,BU03639304,1395.0,715.0,680.0,165.0,270.0,395.0,400.0,170.0,10.0,20.0,850.0,635.0,60.0,160.0,1.4,55.0,255.0,1102.0,2020,165.0,270.0,160.0,170.0,635.0,55.0,255.0,39.42652329749104,182.7956989247312,,,,,
Amsterdamse Poort,Neighbourhood,BU03639304,1395.0,715.0,680.0,155.0,265.0,410.0,395.0,180.0,5.0,20.0,835.0,605.0,80.0,150.0,1.5,65.0,220.0,1102.0,2021,155.0,265.0,150.0,180.0,605.0,65.0,220.0,46.59498207885305,157.70609318996415,-0.06060606060606055,-0.01851851851851849,0.05882352941176472,-0.0625,-0.047244094488189003
Amsterdamse Poort,Neighbourhood,BU03639304,1340.0,690.0,650.0,150.0,245.0,365.0,390.0,185.0,10.0,20.0,825.0,615.0,70.0,135.0,1.4,50.0,230.0,1102.0,2022,150.0,245.0,135.0,185.0,615.0,50.0,230.0,37.31343283582089,171.6417910447761,-0.032258064516129004,-0.07547169811320753,0.02777777777777768,-0.09999999999999998,0.016528925619834656
Amsterdamse Poort,Neighbourhood,BU0363TC03,1300.0,645.0,655.0,140.0,270.0,320.0,380.0,195.0,15.0,10.0,815.0,615.0,75.0,130.0,1.4,40.0,230.0,1102.0,2023,140.0,270.0,130.0,195.0,615.0,40.0,230.0,30.76923076923077,176.92307692307693,-0.06666666666666665,0.1020408163265305,0.054054054054053946,-0.03703703703703709,0.0
Amsterdamse Poort,Neighbourhood,BU0363TC03,2315.0,1215.0,1100.0,170.0,435.0,1050.0,445.0,205.0,20.0,5.0,1605.0,1205.0,230.0,175.0,1.4,40.0,235.0,1102.0,2024,170.0,435.0,175.0,205.0,1205.0,40.0,235.0,17.278617710583156,101.51187904967603,0.2142857142857142,0.6111111111111112,0.05128205128205132,0.34615384615384626,0.9593495934959348
Amsterdamse Poort,Neighbourhood,BU03639304,1395.0,715.0,680.0,155.0,265.0,410.0,395.0,180.0,5.0,20.0,835.0,605.0,80.0,150.0,1.5,65.0,220.0,1102.0,2025,155.0,265.0,150.0,180.0,605.0,65.0,220.0,46.59498207885305,157.70609318996415,-0.08823529411764708,-0.3908045977011494,-0.12195121951219512,-0.1428571428571429,-0.4979253112033195
Amsterdamse Poort e.o.,District,WK0363TC,8260.0,4125.0,4135.0,1005.0,2270.0,2665.0,1700.0,615.0,85.0,35.0,4970.0,3430.0,500.0,1045.0,1.6,205.0,615.0,0.0,2023,1005.0,2270.0,1045.0,615.0,3430.0,205.0,615.0,24.818401937046005,74.45520581113801,,,,,
Amsterdamse Poort e.o.,District,WK0363TC,9655.0,4910.0,4745.0,1030.0,2485.0,3695.0,1785.0,660.0,80.0,30.0,6085.0,4260.0,735.0,1090.0,1.6,190.0,640.0,0.0,2024,1030.0,2485.0,1090.0,660.0,4260.0,190.0,640.0,19.67892283790782,66.28689798032107,0.02487562189054726,0.09471365638766516,0.07317073170731714,0.04306220095693769,0.2419825072886297
Andreasterrein,Neighbourhood,BU03638701,1295.0,645.0,645.0,275.0,125.0,455.0,300.0,135.0,15.0,10.0,560.0,200.0,140.0,220.0,2.3,35.0,80.0,1058.0,2020,275.0,125.0,220.0,135.0,200.0,35.0,80.0,27.027027027027028,61.77606177606178,,,,,
Andreasterrein,Neighbourhood,BU03638701,1250.0,615.0,630.0,250.0,115.0,460.0,285.0,140.0,15.0,5.0,555.0,210.0,140.0,210.0,2.2,30.0,65.0,1058.0,2021,250.0,115.0,210.0,140.0,210.0,30.0,65.0,24.0,52.0,-0.09090909090909094,-0.07999999999999996,0.03703703703703698,-0.045454545454545414,0.050000000000000044
Andreasterrein,Neighbourhood,BU03638701,1250.0,620.0,625.0,230.0,145.0,435.0,305.0,130.0,15.0,10.0,580.0,235.0,145.0,195.0,2.2,25.0,85.0,1058.0,2022,230.0,145.0,195.0,130.0,235.0,25.0,85.0,20.0,68.0,-0.07999999999999996,0.26086956521739135,-0.0714285714285714,-0.0714285714285714,0.11904761904761907
Andreasterrein,Neighbourhood,BU0363FP03,1275.0,625.0,645.0,225.0,155.0,405.0,325.0,150.0,15.0,0.0,575.0,230.0,145.0,195.0,2.2,30.0,85.0,1058.0,2023,225.0,155.0,195.0,150.0,230.0,30.0,85.0,23.52941176470588,66.66666666666667,-0.021739130434782594,0.06896551724137923,0.15384615384615374,0.0,-0.021276595744680882
Andreasterrein,Neighbourhood,BU0363FP03,1270.0,620.0,650.0,215.0,160.0,400.0,335.0,155.0,10.0,0.0,565.0,210.0,150.0,205.0,2.2,30.0,90.0,1058.0,2024,215.0,160.0,205.0,155.0,210.0,30.0,90.0,23.62204724409449,70.86614173228347,-0.0444444444444444,0.032258064516129004,0.03333333333333344,0.05128205128205132,-0.08695652173913049
Andreasterrein,Neighbourhood,BU03638701,1250.0,615.0,630.0,250.0,115.0,460.0,285.0,140.0,15.0,5.0,555.0,210.0,140.0,210.0,2.2,30.0,65.0,1058.0,2025,250.0,115.0,210.0,140.0,210.0,30.0,65.0,24.0,52.0,0.16279069767441867,-0.28125,-0.09677419354838712,0.024390243902439046,0.0
Anjeliersbuurt Noord,Neighbourhood,BU03630610,2085.0,1050.0,1035.0,185.0,235.0,645.0,650.0,370.0,15.0,10.0,1315.0,810.0,285.0,220.0,1.6,35.0,125.0,1015.0,2020,185.0,235.0,220.0,370.0,810.0,35.0,125.0,16.786570743405274,59.95203836930456,,,,,
Anjeliersbuurt Noord,Neighbourhood,BU03630610,2080.0,1055.0,1025.0,175.0,235.0,655.0,645.0,370.0,15.0,15.0,1320.0,810.0,300.0,215.0,1.6,40.0,120.0,1015.0,2021,175.0,235.0,215.0,370.0,810.0,40.0,120.0,19.230769230769234,57.69230769230769,-0.05405405405405406,0.0,0.0,-0.022727272727272707,0.0
Anjeliersbuurt Noord,Neighbourhood,BU03630610,2130.0,1050.0,1080.0,175.0,275.0,675.0,640.0,370.0,15.0,15.0,1360.0,840.0,300.0,215.0,1.6,40.0,110.0,1015.0,2022,175.0,275.0,215.0,370.0,840.0,40.0,110.0,18.779342723004696,51.64319248826291,0.0,0.17021276595744683,0.0,0.0,0.03703703703703698
Anjeliersbuurt Noord,Neighbourhood,BU03630610,2080.0,1055.0,1025.0,175.0,235.0,655.0,645.0,370.0,15.0,15.0,1320.0,810.0,300.0,215.0,1.6,40.0,120.0,1015.0,2025,175.0,235.0,215.0,370.0,810.0,40.0,120.0,19.230769230769234,57.69230769230769,0.0,-0.1454545454545455,0.0,0.0,-0.0357142857142857
Anjeliersbuurt Zuid,Neighbourhood,BU03630611,2935.0,1480.0,1455.0,225.0,260.0,935.0,970.0,545.0,25.0,20.0,1940.0,1275.0,390.0,280.0,1.5,30.0,190.0,1015.0,2020,225.0,260.0,280.0,545.0,1275.0,30.0,190.0,10.221465076660987,64.73594548551958,,,,,
Anjeliersbuurt Zuid,Neighbourhood,BU03630611,2935.0,1460.0,1470.0,225.0,285.0,920.0,955.0,550.0,30.0,25.0,1955.0,1295.0,380.0,275.0,1.5,30.0,190.0,1015.0,2021,225.0,285.0,275.0,550.0,1295.0,30.0,190.0,10.221465076660987,64.73594548551958,0.0,0.09615384615384626,0.00917431192660545,-0.017857142857142905,0.015686274509803866
Anjeliersbuurt Zuid,Neighbourhood,BU03630611,2915.0,1455.0,1455.0,230.0,295.0,920.0,915.0,565.0,25.0,20.0,1945.0,1285.0,385.0,275.0,1.5,45.0,190.0,1015.0,2022,230.0,295.0,275.0,565.0,1285.0,45.0,190.0,15.437392795883362,65.18010291595198,0.022222222222222143,0.03508771929824572,0.027272727272727337,0.0,-0.007722007722007707
Anjeliersbuurt Zuid,Neighbourhood,BU03630611,2935.0,1460.0,1470.0,225.0,285.0,920.0,955.0,550.0,30.0,25.0,1955.0,1295.0,380.0,275.0,1.5,30.0,190.0,1015.0,2025,225.0,285.0,275.0,550.0,1295.0,30.0,190.0,10.221465076660987,64.73594548551958,-0.021739130434782594,-0.03389830508474578,-0.026548672566371723,0.0,0.0077821011673151474
Anjeliersbuurt-Noord,Neighbourhood,BU0363AB03,2095.0,1025.0,1070.0,155.0,250.0,675.0,630.0,380.0,15.0,10.0,1345.0,840.0,310.0,200.0,1.6,40.0,115.0,1015.0,2023,155.0,250.0,200.0,380.0,840.0,40.0,115.0,19.093078758949883,54.89260143198091,,,,,
Anjeliersbuurt-Noord,Neighbourhood,BU0363AB03,2110.0,1030.0,1080.0,150.0,245.0,700.0,625.0,390.0,10.0,10.0,1380.0,890.0,300.0,195.0,1.5,45.0,120.0,1015.0,2024,150.0,245.0,195.0,390.0,890.0,45.0,120.0,21.32701421800948,56.87203791469194,-0.032258064516129004,-0.020000000000000018,0.026315789473684292,-0.025000000000000022,0.059523809523809534
Anjeliersbuurt-Zuid,Neighbourhood,BU0363AB05,2915.0,1445.0,1470.0,225.0,305.0,905.0,905.0,575.0,20.0,20.0,1960.0,1310.0,380.0,270.0,1.5,45.0,195.0,1015.0,2023,225.0,305.0,270.0,575.0,1310.0,45.0,195.0,15.437392795883362,66.89536878216124,,,,,
Anjeliersbuurt-Zuid,Neighbourhood,BU0363AB05,2950.0,1465.0,1490.0,215.0,325.0,965.0,875.0,575.0,25.0,20.0,2005.0,1330.0,420.0,250.0,1.5,40.0,200.0,1015.0,2024,215.0,325.0,250.0,575.0,1330.0,40.0,200.0,13.559322033898304,67.79661016949153,-0.0444444444444444,0.06557377049180335,0.0,-0.07407407407407407,0.01526717557251911
Apollobuurt,District,WK036349,8535.0,4040.0,4500.0,1680.0,860.0,2160.0,2300.0,1535.0,85.0,45.0,3965.0,1670.0,940.0,1355.0,2.1,145.0,310.0,0.0,2020,1680.0,860.0,1355.0,1535.0,1670.0,145.0,310.0,16.98886936145284,36.32103104862332,,,,,
Apollobuurt,District,WK036349,8500.0,4085.0,4415.0,1635.0,895.0,2085.0,2335.0,1550.0,110.0,50.0,3935.0,1620.0,940.0,1370.0,2.2,175.0,315.0,0.0,2021,1635.0,895.0,1370.0,1550.0,1620.0,175.0,315.0,20.58823529411765,37.05882352941176,-0.0267857142857143,0.04069767441860472,0.009771986970684043,0.011070110701107083,-0.029940119760479056
Apollobuurt,District,WK036349,8615.0,4130.0,4480.0,1670.0,930.0,2120.0,2360.0,1535.0,70.0,55.0,3950.0,1580.0,970.0,1395.0,2.2,195.0,305.0,0.0,2022,1670.0,930.0,1395.0,1535.0,1580.0,195.0,305.0,22.634939059779455,35.40336622170633,0.021406727828746197,0.03910614525139655,-0.009677419354838679,0.018248175182481674,-0.024691358024691357
Apollobuurt,District,WK0363KJ,8825.0,4195.0,4625.0,1635.0,1040.0,2205.0,2375.0,1565.0,80.0,50.0,4080.0,1675.0,965.0,1440.0,2.2,195.0,300.0,0.0,2023,1635.0,1040.0,1440.0,1565.0,1675.0,195.0,300.0,22.09631728045326,33.9943342776204,-0.020958083832335328,0.11827956989247301,0.019543973941368087,0.032258064516129004,0.06012658227848111
Apollobuurt,District,WK0363KJ,8770.0,4170.0,4595.0,1580.0,1030.0,2200.0,2400.0,1560.0,75.0,50.0,4135.0,1745.0,975.0,1410.0,2.1,195.0,295.0,0.0,2024,1580.0,1030.0,1410.0,1560.0,1745.0,195.0,295.0,22.234891676168758,33.637400228050176,-0.033639143730886834,-0.009615384615384581,-0.0031948881789137795,-0.02083333333333337,0.04179104477611939
Apollobuurt,District,WK036349,8500.0,4085.0,4415.0,1635.0,895.0,2085.0,2335.0,1550.0,110.0,50.0,3935.0,1620.0,940.0,1370.0,2.2,175.0,315.0,0.0,2025,1635.0,895.0,1370.0,1550.0,1620.0,175.0,315.0,20.58823529411765,37.05882352941176,0.034810126582278444,-0.1310679611650486,-0.0064102564102563875,-0.028368794326241176,-0.07163323782234954
Architectenbuurt,Neighbourhood,BU03633307,1715.0,860.0,855.0,170.0,150.0,515.0,635.0,250.0,10.0,10.0,1025.0,550.0,280.0,190.0,1.7,40.0,115.0,1019.0,2020,170.0,150.0,190.0,250.0,550.0,40.0,115.0,23.323615160349853,67.05539358600583,,,,,
Architectenbuurt,Neighbourhood,BU03633307,1705.0,855.0,850.0,155.0,150.0,515.0,615.0,270.0,25.0,5.0,1020.0,555.0,275.0,195.0,1.7,30.0,115.0,1019.0,2021,155.0,150.0,195.0,270.0,555.0,30.0,115.0,17.595307917888565,67.44868035190615,-0.08823529411764708,0.0,0.08000000000000007,0.026315789473684292,0.009090909090909038
Architectenbuurt,Neighbourhood,BU03633307,1695.0,845.0,850.0,155.0,140.0,530.0,580.0,295.0,20.0,10.0,1025.0,565.0,270.0,190.0,1.7,25.0,120.0,1019.0,2022,155.0,140.0,190.0,295.0,565.0,25.0,120.0,14.749262536873156,70.79646017699115,0.0,-0.06666666666666665,0.09259259259259256,-0.02564102564102566,0.018018018018018056
Architectenbuurt,Neighbourhood,BU0363MA09,1705.0,850.0,860.0,155.0,135.0,550.0,560.0,305.0,5.0,10.0,1025.0,550.0,285.0,190.0,1.7,25.0,120.0,1019.0,2023,155.0,135.0,190.0,305.0,550.0,25.0,120.0,14.66275659824047,70.38123167155426,0.0,-0.0357142857142857,0.03389830508474567,0.0,-0.026548672566371723
Architectenbuurt,Neighbourhood,BU0363MA09,1715.0,835.0,875.0,150.0,155.0,530.0,555.0,320.0,10.0,5.0,1035.0,555.0,285.0,190.0,1.7,25.0,145.0,1019.0,2024,150.0,155.0,190.0,320.0,555.0,25.0,145.0,14.577259475218659,84.54810495626822,-0.032258064516129004,0.14814814814814814,0.049180327868852514,0.0,0.009090909090909038
Architectenbuurt,Neighbourhood,BU03633307,1705.0,855.0,850.0,155.0,150.0,515.0,615.0,270.0,25.0,5.0,1020.0,555.0,275.0,195.0,1.7,30.0,115.0,1019.0,2025,155.0,150.0,195.0,270.0,555.0,30.0,115.0,17.595307917888565,67.44868035190615,0.03333333333333344,-0.032258064516129004,-0.15625,0.026315789473684292,0.0
Arondeusbuurt,Neighbourhood,BU0363FD01,2795.0,1475.0,1325.0,660.0,395.0,860.0,615.0,260.0,30.0,15.0,1275.0,645.0,165.0,460.0,2.2,120.0,220.0,1063.0,2023,660.0,395.0,460.0,260.0,645.0,120.0,220.0,42.93381037567084,78.71198568872988,,,,,
